Parcel,Region,Best Predictor,Best Predictor Rsquare,a,abin,d,PLbin,PLwei1,PLwei2,PLwei3,PLwei4,Gwei,Gbin,Coswei,Cosbin,SIbin,SIwei1,SIwei2,SIwei3,SIwei4,PTbin,PTwei1,PTwei2,PTwei3,PTwei4,MIwei,MIbin,Navnumhops,NavplMS,mfptwei,mfptbin,FGbin1,FGbin2,FGbin3,FGbin4,FGwei1,FGwei2,FGwei3,FGwei4
L_P2_A,Superior parietal,NavplMS,0.20900791602230961,0.1438205796174826,0.014679672981127236,0.20705369395337103,0.014679672981127236,0.06091354637770289,0.02497024000693188,0.001243199227550341,0.0006097016665219011,0.1483674231118422,0.0,0.11220820232012908,0.07609304347102275,0.007898342400774956,0.015105821119436825,0.07294050833171711,0.03407870902789352,0.03174413264843933,0.08139179898316101,0.09807456111292778,0.13114685336880458,0.18161314300875903,0.059368046863575726,2.1161535397763768e-05,0.07289094611433071,0.01476717227792772,0.20900791602230961,0.07922566403745038,6.98678126595324e-05,0.039485584938713,0.07257954469339974,0.08315286430232123,0.08327436397600055,0.146874216471116,0.13675000904996604,0.08716839033521688,0.03478745234208319
L_P2_B,Superior parietal,d,0.3236852626834316,0.19822728061714018,0.011387654034570767,0.3236852626834316,0.011387654034570767,0.13254985499957236,0.06641737772740497,0.0020719956255254514,0.0008790810999261655,0.21059926865364198,0.0,0.1599662396112175,0.059824315733544374,0.004372594559675157,0.011037950652004497,0.07417181561575929,0.1263175943289798,0.17605544720880353,0.06196622164954113,0.05589684531219592,0.06482694309063342,0.1137159171179938,0.05728231089404466,0.016926031617994462,0.05716545628894,0.011387654034570767,0.32309790898016555,0.13641578503503318,0.0005633112873801725,0.0363317218697672,0.0563534665592862,0.058230090162325665,0.057373023579602465,0.21150636400427902,0.21946032205714322,0.19542874358904283,0.13666205026493186
L_P2_C,Superior parietal,d,0.3307069781483327,0.11889681058372319,0.009833267433543,0.3307069781483327,0.009833267433542996,0.1585032212604227,0.08359007585215428,0.0017548773288033992,0.0007227967993930905,0.13050931615643604,0.0,0.09686279886093006,0.018833344006401697,0.007049819894177756,0.014431499787184023,0.022254973694478115,0.23603078325026924,0.1852169856321865,0.01560243546868793,0.00630808705415108,0.007287554068469154,0.02078147036156497,0.00912686440878116,0.08168259371263849,0.017359146702882418,0.009833267433542996,0.3277383799858213,0.10395261196140308,0.005588376820297095,0.01622065313800771,0.017249048487756477,0.013862417433924338,0.0126723571396268,0.134238886742923,0.16208111300686542,0.2061420520563474,0.2031534035994085
L_P2_D,Superior parietal,d,0.26957002987520584,0.0909578657974657,0.010975599110192677,0.26957002987520584,0.010975599110192677,0.1890242916205663,0.09494575002358331,0.0021340518859590744,0.000889243109105658,0.11273192205035223,0.0,0.11390316542758785,0.027318866360061856,0.008011855885657063,0.029019389168420107,0.059990325638529164,0.25253917791765856,0.24161648516710318,0.024837716601101612,0.0012478580518563835,0.0012773932876535,0.006697141126157452,0.005734723218507052,0.05440794981217661,0.024649048156137825,0.010975599110192677,0.26391787289399066,0.09394241132896142,0.00788018999055987,0.017881450265879943,0.018960141756958936,0.013772340877659293,0.011912440001162747,0.1118567392352778,0.1503353933101518,0.20191806274503832,0.20217703677641716
L_P3_A,Superior parietal,mfptwei,0.11766311380925247,0.06361057732126023,0.017961665200006607,0.015495676248145695,0.017961665200006607,0.05037290804612686,0.010028092114067156,0.0013000539106930108,0.000902144545349293,0.0762513950146628,0.0,0.0725072939505467,0.016164693940020052,0.01724592967863063,0.0378672606242775,0.08625883390169743,0.023991909286040763,0.03216452243341061,0.013197744331928996,0.00048477912365909903,0.004941199449253101,0.012384459465298682,0.006764498530376159,0.02673539982345691,0.01486347123740668,0.018265392365095112,0.00923114233507295,0.11766311380925247,0.019747716963977337,0.01884384876961783,0.013208270988800435,0.005364456670333642,0.0036360549678358506,0.0715060251390144,0.07833233745638742,0.06216455731810632,0.008708013112169436
L_P3_B,Superior parietal,PTbin,0.09488940520753915,0.059484074329837176,0.003630775091562861,0.048683743273456016,0.003630775091562861,0.07560675164936932,0.029154853693876843,0.0030765577035225485,0.0017583208243568457,0.07729119008102776,0.0,0.0845468155689943,0.09255805323241964,0.00043348920093712665,0.026784995173020527,0.03620035526001404,0.058967143326975426,0.006211673804783315,0.09488940520753915,0.0763978201986192,0.051327471344779683,0.07650864302035686,0.03390079528975093,0.0015288629417812983,0.08889888144771303,0.003630775091562861,0.05264011441529125,0.07142259887130827,0.003796881708349506,0.02264271041601189,0.0656219184529828,0.0893432502590388,0.0919621916232817,0.07149153447947429,0.08598917102462328,0.08099872925579947,0.035834922088391404
L_P3_C,Superior parietal,a,0.05625134095162071,0.05625134095162071,0.0005040951002151985,0.03047266980388251,0.0005040951002151985,0.017917147038472473,0.010279175907660854,0.0009717541577645909,0.0004268528496751808,0.0498580416931659,0.0,0.02309908561779697,0.024233600777016386,3.440866267109322e-05,0.0010994314458972422,0.0009024452473934127,0.00014550962059839013,0.03076971514890208,0.024431654985745163,0.027755515421401526,0.013939214641577198,0.024088658569820596,0.02664084505140953,0.04488405871394973,0.024322683342607655,0.0006023120230718199,0.03059948177050609,0.005153604355089328,0.003385234196442917,0.006303991825505863,0.01817509320662561,0.02420102324090202,0.02501465838186598,0.053888545657037594,0.048223566289723706,0.04210305931372592,0.0545419645026749
L_P3_D,Superior parietal,NavplMS,0.14675970345345926,0.10984201920111934,0.005803975712594514,0.14537160334148624,0.005803975712594514,0.08193823256372343,0.03341927088720951,0.0012545215422718528,0.00045764265657734,0.1311300364311565,0.0,0.08449895201154237,0.03184652585974798,0.0024222072878386917,0.019246372039542218,3.452724911729549e-05,0.02145441959550835,0.10916860084216166,0.032469261010301016,0.026993338798144497,0.007758431135943003,0.028934821537547034,0.022830685663859932,0.06039841632914575,0.030970792643869056,0.005803975712594514,0.14675970345345926,0.04178161720982052,3.427579065897949e-05,0.016963957009663248,0.02875581558654723,0.03143123082283553,0.031208082368418533,0.11532723315459405,0.11898391252439453,0.11437485526878219,0.11019145183693108
L_P3_E,Superior parietal,d,0.27516286797729905,0.1432988426211716,0.01245408484883792,0.27516286797729905,0.012454084848837917,0.14832708604139871,0.06608636434299835,0.0019137730426073967,0.0008057038397960985,0.17432329984508904,0.0,0.15593883740570877,0.0466424175999187,0.0073524551596945,0.01800325266621488,0.007955178680400266,0.1542876013858774,0.14098190546084313,0.04827495545195213,0.021441526409190403,0.007593177184602908,0.04100460092154163,0.02757687970790631,0.02266565950997127,0.04418968657828947,0.012454084848837917,0.2710218098811112,0.10184707827450368,0.001833266627341439,0.027576377670018474,0.0403268937041663,0.03970002704423716,0.03810991452404744,0.1573428232911014,0.1764694370701148,0.1857139399715125,0.1477481008132026
L_P3_F,Superior parietal,FGwei2,0.13739104702709698,0.12953674437192364,0.0047672305272912436,0.04929212271651792,0.0047672305272912436,0.049042915960765245,0.026915449027307647,0.0015118191995211385,0.0007005313890404797,0.13521377039100504,0.0,0.0949567409242446,0.025378746481779447,0.0026373573849634503,0.012538732710235687,4.00902959289309e-05,0.040175642126338444,0.05447868929977006,0.02516413829089368,0.007087751897998399,0.00029303401619153966,0.007669635116808878,0.011416848726712317,0.0165208752752195,0.02541880191296851,0.0047672305272912436,0.05033343485477466,0.04360117603514814,0.0010646787388781094,0.010203353129629483,0.018728696227997277,0.02160601380266879,0.021254669042034588,0.13678759744314578,0.13739104702709698,0.10836260715969376,0.060366686514160835
L_P4_A,Superior parietal,Coswei,0.19885868642339746,0.1392992023160034,0.04367627098119015,0.034797740453895463,0.04367627098119015,0.12022800889363759,0.023557845768322375,0.0016229214980274863,0.0010561051858241674,0.17442145879330878,0.0,0.19885868642339746,0.07946520891299177,0.03658871057400742,0.10901962497312465,0.1371872385441595,0.0750796228947612,0.0003922795025078605,0.0751628088180066,0.03230417244760448,0.011781022138228318,0.052728224416047,0.013893122433685973,0.07471723334136679,0.07446870632114147,0.043813856131626486,0.04671877993699737,0.19547286975854397,0.015955098120387295,0.062448170323599624,0.07492967675912629,0.06372184304243654,0.05889131134886236,0.1570817904318265,0.17137031675269482,0.1400763178110386,0.02162464247351882
L_P4_B,Superior parietal,mfptwei,0.18417668300344592,0.0886977482112459,0.027248338116846415,0.016039967311735227,0.027248338116846415,0.11729371791078176,0.01806829443001474,0.0016290114686371446,0.0010446791264742581,0.13188184108160134,0.0,0.1583059604910806,0.05518767884423828,0.020899608336314258,0.07964981578245996,0.15130594339218412,0.06808351813220628,0.0038805792525135143,0.05022953595033568,0.03181496189768054,0.014150307007848433,0.055678402677270075,0.014351338235587631,0.0731453379739611,0.05185248676176826,0.027248338116846415,0.02189638361185698,0.18417668300344592,0.006130785801673021,0.043814009590012616,0.04995144075298317,0.04214673320787697,0.03933054421549249,0.10219302300005058,0.11557762890012122,0.09853947117209527,0.014529128260709574
L_P4_C,Superior parietal,mfptwei,0.1412176826710956,0.06444595342609123,0.013062515029091374,0.001050710392756575,0.013062515029091374,0.07968755537294475,0.00918638606296461,0.0015684296883960176,0.001078224669593342,0.09419742931586575,0.0,0.10226400205641027,0.02763455455693086,0.008842304226039474,0.09763165741538728,0.1352259690309671,0.02677066994390569,0.0296686859700345,0.024695370335127,0.00872669393245467,0.001793054045946587,0.010641335257195477,0.00766445099503058,0.049034707443194964,0.026739671007479912,0.013062515029091374,0.00028569801370470564,0.1412176826710956,0.0017266792122466754,0.02215489591564557,0.025594168473916063,0.022483871318420185,0.02140992225704148,0.07237406511828777,0.07899466266770157,0.06265339308029967,0.005775406716996983
L_P4_D,Superior parietal,mfptwei,0.11293714842374164,0.06146154766936936,0.006024527421759152,0.0016450403573690707,0.006024527421759149,0.0457822140209331,0.008399031668531575,0.0015766214829734916,0.0010663038607193265,0.08794781845448953,0.0,0.08695319149962921,0.02176532232416238,0.0024433909419181777,0.020232571544378918,0.10088199181354573,0.026094946866200588,0.03564683441078139,0.020097847957528673,0.015609011871289262,0.008831107296936591,0.024269145394211558,0.016564877736086944,0.04457450908806893,0.02179321350981316,0.006024527421759149,0.0009167867764776661,0.11293714842374164,0.0008868548945841221,0.015277932810440877,0.02105668550730026,0.021151476267783794,0.021021633153739144,0.06621334995205556,0.0669722569645421,0.045292946206556176,0.002023869248292277
L_P4_E,Superior parietal,mfptwei,0.13841286526179633,0.08665863504551231,0.010615023178944612,0.002784624196544417,0.010615023178944612,0.07119642352841325,0.019903746365821276,0.001968813630609351,0.001190030270173123,0.11529809166873295,0.0,0.13688903779447784,0.03919150076792449,0.005340265500483744,0.04222551403378849,0.08532453238062335,0.048902386536831766,0.014562135488922576,0.03735066563860948,0.02844144732749758,0.01970673652749231,0.03422181416426652,0.024623135155619612,0.03172331189862759,0.038502778978660654,0.010615023178944612,0.0037618709335470128,0.13841286526179633,2.3456099261270356e-05,0.02489567533999248,0.036527675344330345,0.03774378171411722,0.03758869417593664,0.09898726898044906,0.10918907969528431,0.08794541247513019,0.013878323559435874
L_P4_F,Superior parietal,Coswei,0.22980328644681083,0.1469023790676441,0.01167996330309934,0.2130954621451179,0.01167996330309934,0.14248892266320587,0.049067281499013654,0.0013858523589351435,0.0004424361945795221,0.20367060570960052,0.0,0.22980328644681083,0.09214997167097094,0.0027080492477651458,0.05522118833084924,0.023307358302330248,0.11540611311873095,0.0819075295096858,0.09171744355190214,0.08378658330777213,0.08329997453842186,0.11501567615671604,0.04490353327834906,0.0028059524674755184,0.08824069937547095,0.01167996330309934,0.21562356861766777,0.1647885260699523,0.009517231567459471,0.05288839042129844,0.08926991753179468,0.09517457515344115,0.09485325200859475,0.1593610118982682,0.1734396652183404,0.1682467786013232,0.10072133414816804
L_P4_G,Superior parietal,NavplMS,0.3167108466985642,0.11966140406503067,0.01641332266679974,0.3165052329694,0.01641332266679975,0.1761088414468842,0.07207652676709983,0.0021626758767222323,0.0009593343176057305,0.1643489683969892,0.0,0.21738402171723836,0.07908712947525806,0.007700304510569979,0.030787881525225283,0.02697326850466474,0.2020039628255178,0.09055487504270118,0.08249667821912722,0.053778485092946214,0.054826691635252174,0.1323830936250224,0.06049870784310383,0.012083860306334376,0.07625769318535254,0.01641332266679975,0.3167108466985642,0.15832371433438064,0.0007032574690113343,0.04547915062299811,0.07203684286820333,0.07593010121461065,0.07514691006811869,0.14383329854264565,0.18182561270815076,0.20914081747576727,0.151414592459368
L_S_A,Sensory,Coswei,0.4968872771718922,0.3116061113189994,0.021783092283565373,0.2717599423028653,0.021783092283565373,0.21351974658988382,0.06089205272747564,0.0003929424348588937,9.633919736576666e-05,0.41332916649060036,0.0,0.4968872771718922,0.012031002040328845,0.023656333545865844,0.09513195952187165,0.12442019889771556,0.18011810515288348,0.2672201777255993,0.009628427150701568,0.00857498472749813,0.026753483074643633,0.011408681973923527,0.028673295822664185,0.0046753589175714426,0.010020999357361534,0.021783092283565373,0.24270962661526804,0.4510010827382807,0.03372763084741259,0.018517149540660017,0.006282584658823432,2.5414816896111293e-05,0.0007870589294586731,0.37153360871845087,0.4284630862516521,0.3895369963700033,0.17477102223017835
L_S_B,Sensory,Coswei,0.5289300890984614,0.2985713853888465,0.03792028542737349,0.23633593455658006,0.037920285427373475,0.2534736087428298,0.0732734554180219,0.000700308314551946,0.00024182489827379134,0.4159655619399027,0.0,0.5289300890984614,0.01117530551986941,0.04106735825009988,0.15526206789564195,0.13589361527208782,0.2188509635686712,0.3527839983941758,0.006627180923013775,0.01071709730741691,0.0196323463475388,0.0027111347616218355,0.018342587384194135,0.01047304520327451,0.009012342116261101,0.037547738716193525,0.23604416827019736,0.5114237307694216,0.060312667634974323,0.031020558120392484,0.009625044294464142,1.1265779287157505e-05,0.0008419375102917503,0.37564033427043114,0.4644194781807584,0.42984763289544997,0.17839777519022315
L_S_C,Sensory,Coswei,0.6106220150034972,0.3532410778962179,0.036721630682468344,0.31498303704856423,0.036721630682468344,0.30586350075463753,0.08718650221830933,0.0008695360433597334,0.0003817091470687714,0.47227731002405376,0.0,0.6106220150034972,0.010291316751461443,0.03899049617299266,0.13134012439769227,0.18650148451889612,0.2957922567358081,0.42867638979401734,0.0064341851222519805,0.00937727966887493,0.017923574162384368,0.0013946911794413517,0.015181863037468964,0.02036434781248213,0.008164076404507592,0.036721630682468344,0.313697651554089,0.6102297331264851,0.05954375768577979,0.03143923638169624,0.010823800161505663,0.0001401091477744851,0.0001229284299312382,0.4411940652002102,0.5564590749726659,0.5477402826727797,0.23905480596338938
L_S_D,Sensory,Coswei,0.515244602995678,0.35685312307741657,0.005950221968907855,0.2603422776963367,0.005950221968907855,0.26754349579683856,0.0757005409890155,0.0007037370134150606,0.0003769019237529403,0.4219537775717372,0.0,0.515244602995678,0.00027068677318513003,0.007716495968314745,0.07846786029563205,0.1982226056918978,0.2706956311332536,0.36546941725607485,4.792889608459833e-05,0.011168626789191815,0.0071589431795815485,4.137157021327606e-05,0.011540720583038795,0.015548046689272097,6.744362322617287e-05,0.005950221968907855,0.25071287698419104,0.511036112482782,0.02271483596173996,0.002722834462654083,1.1336285154458225e-06,0.0014493041693649472,0.0022676029212944015,0.4213339580989914,0.4788305999932829,0.40584282132411176,0.1604277678966391
L_S_E,Sensory,mfptwei,0.35456055303614253,0.17116167621820447,0.009547402422896438,0.2635801772847716,0.009547402422896438,0.25385752947205276,0.08216795394906436,0.0010608234739086448,0.00044563479682525897,0.2650863349335706,0.0,0.35122885703000767,0.0022071008704036606,0.011097202282459445,0.08171395139360943,0.19416069941841285,0.2904583826885293,0.3046525630553605,0.00017266853552977543,0.007499586315890881,0.006771991053380682,0.00041379651623441114,0.022173066303442353,0.02249484443079202,0.0014126262255357031,0.009547402422896438,0.2510360489611415,0.35456055303614253,0.03722722276669106,0.006023494243142611,0.0006011610312930568,0.0006051719487575335,0.00139477681982333,0.21230930225177,0.2656575438026877,0.2660587768923453,0.13770588446037565
L_S_F,Sensory,SIwei4,0.3747665428111693,0.09284054418982332,0.027316005245996592,0.26301770904605076,0.027316005245996592,0.2523616934942588,0.09776720678541045,0.0013143227375643366,0.0005377334118891066,0.1619274616915087,0.0,0.2464327765720881,0.005779124030406655,0.031039955988739848,0.03238191330359911,0.19468581595113751,0.352780157360696,0.3747665428111693,0.0022494171600144107,0.010537234768409917,0.017198722874835256,0.01071677265738057,0.040092774963602876,0.03530107404748955,0.003998670083537352,0.027316005245996592,0.24934541231340665,0.2878716098383198,0.06916440134566548,0.019021121730663,0.0026676342149019507,0.0017838315517879366,0.00448772284459798,0.1292049672771874,0.19750784407513458,0.27296118539304576,0.20987998554521445
L_S_G,Sensory,SIwei4,0.3207567027026964,0.14215914836591254,0.02560642653462734,0.271115541571637,0.025606426534627347,0.22838620794419776,0.08676263439295892,0.0008147127876696675,0.00026350765027068366,0.18943511499942986,0.0,0.22863512335403935,0.00992952219539654,0.026891297190068903,0.006221862054565348,0.17468045584921132,0.315667910757069,0.3207567027026964,0.0069693011879348975,0.007381820831662867,0.005699688776441044,0.00499403376661786,0.004956111574828698,0.042552140891264495,0.008509003651992648,0.025606426534627347,0.2569869157990858,0.20226934958549223,0.04186456248397306,0.02177656365395259,0.00834215140471251,1.2237824473559523e-05,0.0005411574171487455,0.1757515505298213,0.2322154920033778,0.292536020699039,0.23914383593505217
L_S_H,Sensory,SIwei3,0.309003304428379,0.14050028834947254,0.04241962246337047,0.21950161724999412,0.04241962246337049,0.2577188701985896,0.08380162657143014,0.0008118085744473844,0.0002547046788424984,0.18185594892099874,0.0,0.23513139115428258,0.016945929397625167,0.044267007386986745,0.04245641208242102,0.21055861550578586,0.309003304428379,0.2829437149102833,0.006183172400869526,0.01062183988781583,0.031037547785377536,0.02243273496805811,0.025916105636916674,0.042391930439575884,0.016799453940271027,0.04247941688580161,0.205988072967238,0.19367826580400224,0.059825031375470995,0.03796157468048237,0.018268736748110994,2.876328038519134e-05,0.0014836441214440958,0.17435992897474054,0.22949942408925483,0.2846896602099131,0.23413554197336076
L_S_I,Sensory,FGwei3,0.2809870303117021,0.16306531041104658,0.09714304442115784,0.15239890725070557,0.09714304442115784,0.2241365792763871,0.08187565184299407,0.0011240077758211072,0.0004518499370122084,0.202729262997308,0.0,0.2466931175487,0.015089625056877984,0.10166393317940264,0.04772404861704888,0.19231975328776377,0.2567318143404786,0.24683669800314248,2.8176006876711643e-06,0.026703935362448108,0.05841057823589459,0.04469976432959096,0.07665965607251235,0.04147426856761728,0.01656344840166093,0.09688065953975074,0.15942193137546304,0.17620378946704,0.10929124417863742,0.08221243849027635,0.03788629024595122,0.00011124062113205994,0.006192572989809778,0.20130003422892662,0.25388595541041425,0.2809870303117021,0.20755810996613278
L_S_J,Sensory,FGwei2,0.2644633267073408,0.1838559035332192,0.08571498900420127,0.09237923222392364,0.08571498900420127,0.21574986155074233,0.07782679603779481,0.0010166582296943848,0.0003589081847299337,0.21639895892994582,0.0,0.2486650583681213,0.016395783149474534,0.0902491196958287,0.05218928269325821,0.18936083078237903,0.13388305907263753,0.20081222566722057,0.00039027521047961875,0.02350030843482995,0.08533841327575478,0.06879282819157322,0.08522152100326724,0.05340242300853158,0.01840583511727871,0.08563716749850973,0.10760416773612072,0.15083076081529334,0.1096970414669259,0.07314856359588948,0.03149443489620619,0.0009703429063046362,0.009576662871752325,0.22292715379633518,0.2644633267073408,0.25092992589442403,0.171767427383085
L_S_K,Sensory,FGwei2,0.26841951499137134,0.19696782783884506,0.09218026679529326,0.05798476841869107,0.09218026679529326,0.2067199791232845,0.06886471224968332,0.0008403262537431519,0.0002869749630249987,0.22873763953469411,0.0,0.2632793390336541,0.01909603797148346,0.09741470195185752,0.07070943728723234,0.2225582333226278,0.11457930479280724,0.16004714232708778,0.000297143307975372,0.02702423345455342,0.10177613152685275,0.0836661676384345,0.11773990615473007,0.04945009990001456,0.023854645778755217,0.09203676285416297,0.0699761966954394,0.1504103777226085,0.11209166967102575,0.0791412437250026,0.03745663895500077,0.0014229467643400752,0.014807071989827315,0.2341966851186119,0.26841951499137134,0.23204852995160954,0.1377770211896978
L_S_L,Sensory,Coswei,0.22846928702685973,0.15699598059470282,0.02572057755886392,0.05408270804291466,0.02572057755886392,0.0988501622058201,0.0370868325026649,0.0009188862209896284,0.00041558907520681924,0.1923905377802366,0.0,0.22846928702685973,0.0028414703590874195,0.028648629080028357,0.036753551493796645,0.04742960130210114,0.10705222183030413,0.0808865927210475,1.7194987419225437e-05,0.04649902812695304,0.09580376561328005,0.03524247834956921,0.08342987301676211,0.029258458917070084,0.00394171542701996,0.025887452853755006,0.0561866797917966,0.12093067119200439,0.041524261071375405,0.01910462124025681,0.0037583961739919335,0.007554757938930872,0.017223368062766944,0.1794067383352009,0.19505346815670715,0.1558899570996491,0.07085239301270471
L_S_M,Sensory,Gwei,0.25024191768586196,0.20589252914432538,0.007493260595547572,0.06392248065485756,0.007493260595547572,0.07248482212777364,0.027715627428386028,0.0008310641984953008,0.00039209255310293615,0.25024191768586196,0.0,0.24167503336135934,0.001157445727580156,0.0099486830178475,0.026266690205167358,0.030229487750058057,0.11377851766869017,0.06493659618178203,0.0053477428236671076,0.0433940745376761,0.050786146030428456,0.00274750760043843,0.050754599488867666,0.029308474433304834,0.0014568107030540841,0.007633157348543437,0.06079647484678464,0.13384250646035717,0.03029126847251545,0.002394109196983994,0.0009456916095050155,0.010949968926619813,0.014797756256251807,0.22096040929983943,0.2166274851362756,0.14798271087513987,0.054381249221908325
L_M1_A,Motor,PLwei1,0.22906496240420496,0.08547397048159873,0.06299702997229224,0.057236345494552004,0.06299702997229224,0.22906496240420496,0.09211274897962603,0.001979562058007031,0.0008521717217853359,0.11689776313933949,0.0,0.1488845577080196,0.04116622034584681,0.06307448066134407,0.05767805153887132,0.20614153924968914,0.12544825792094141,0.12321575824036522,0.027848649331519315,4.46076330982104e-05,0.012278009766586585,0.03230228835254802,0.04570041639135006,0.0365224129234286,0.04114778917716275,0.0632488126207677,0.07100314989145268,0.1267254366628901,0.07710047794837017,0.06039529429298297,0.03741329162181621,0.0038352200770837277,0.00018482885085184344,0.11147584929124164,0.16017832234582852,0.21053642955824017,0.21102681660202133
L_M1_B,Motor,FGwei4,0.19900323285123248,0.0848708210824588,0.04342302621916986,0.016702812793971275,0.04342302621916986,0.19546505772882522,0.07839588002906225,0.0013093748781236947,0.0004494598411034871,0.11777455608269699,0.0,0.11794875824133928,0.03733747059123592,0.04296998964392835,0.03461264343857539,0.10847449079780885,0.15358797228265422,0.08645090700058178,0.025248484551600968,0.00011785354482511151,0.014905154093161597,0.020975517669809967,0.05277490243387238,0.04187622896756884,0.03842078280074848,0.04397798436094551,0.025050035381764778,0.10933110389534205,0.058901762047100174,0.04285976253515925,0.028685475112220908,0.002723996051117096,1.5372047480734267e-05,0.10662414417692082,0.1488338403914351,0.19328778871920158,0.19900323285123248
L_M1_C,Motor,SIwei3,0.22415404613861703,0.09969479479972117,0.03323279220218599,0.017814200725398324,0.03323279220218599,0.18653847066298698,0.07020160195440817,0.0007118794460785303,0.000177320982298494,0.1334150649968148,0.0,0.13680577828720755,0.026507429736351645,0.034495311800718846,0.0482821230973739,0.09093647953982507,0.22415404613861703,0.08039777130317431,0.01518015832991599,0.004067219549451361,0.028820466697931882,0.020322033960582363,0.08455906918770835,0.05189725797823633,0.026990556211683142,0.03349662817794872,0.018507314995253845,0.118385539923641,0.05392752638960563,0.031160641721736396,0.016297719553830647,9.853551947930317e-06,0.001963025425274835,0.12500558187638505,0.16199236102490297,0.18358853231800568,0.16729313645307115
L_M1_D,Motor,SIwei3,0.2021411344309669,0.10176682512127788,0.005303980797348533,0.04908944494618521,0.005303980797348527,0.1210192564609113,0.05118829155503715,0.0011876452678800985,0.0005543965538178302,0.13477055559967344,0.0,0.15917100237958948,0.0016149638351943415,0.006177717405821933,0.01989318190130601,0.06660775231176619,0.2021411344309669,0.0700293772084036,0.0004358211395260642,0.010340005305138454,0.03293420992614791,0.000677602385518688,0.06066485441881549,0.014894329208027619,0.0011292353840912693,0.005504881215528762,0.044363209457721986,0.11207538967365299,0.020845977136420786,0.0030656734440381236,1.6887839041990277e-05,0.0032206656665596436,0.005500209139812565,0.11080210814039894,0.11419744646603536,0.08863906117769854,0.04840552772004985
L_M2_A,Motor,mfptwei,0.63915406555295,0.1847463289656598,0.11158085719571903,0.3796768841556737,0.11115614747514485,0.30713099786478226,0.08758210286309717,0.0008053659000658358,0.0003062530694550868,0.3308356401771916,0.0,0.594997675453316,0.0503137774898991,0.11451663331700407,0.1400017866854467,0.15610816076266448,0.25701157617763454,0.41123402383084473,0.018125703486507366,0.031207181182316867,0.060465711880857635,0.03197883197260478,0.041810656220909556,0.014579393048616822,0.05447912449855756,0.11115614747514485,0.37513688721901917,0.63915406555295,0.13450110618861538,0.10889567402313531,0.07388064185651173,0.0066502921030268634,0.000137216205388128,0.2760683560858322,0.4365083206263363,0.546221052766707,0.30158191111900906
L_M2_B,Motor,Coswei,0.6723928677709133,0.39778767260219633,0.02313584630090368,0.4379445345778396,0.02313584630090368,0.30831199799669085,0.09246359711830082,0.000805681704529241,0.0002945359360639037,0.5022625780746394,0.0,0.6723928677709133,0.010754165913876271,0.024597317989029675,0.10500517733185175,0.16364070132346212,0.28540667587227,0.45630868017381104,0.00762712744969934,0.0016017997677390682,0.001389626416925742,0.0020758927538353077,0.0017519839305672482,0.011582305035518662,0.008512426854245254,0.02313584630090368,0.4118696542255631,0.619838371840813,0.04412633441909725,0.020373775619004393,0.00790803432831048,0.0005582267035096095,3.546318094557332e-05,0.4824556421628494,0.573846044255204,0.5690580306826425,0.302684117700629
L_M2_C,Motor,mfptwei,0.6067014229596638,0.2686046153919641,0.027193819592740653,0.4199676031520358,0.027193819592740663,0.30214516692654025,0.0927669135927393,0.0006873773411596731,0.0002092553557915331,0.40490985610855035,0.0,0.5764146851103226,0.010930437537802096,0.02939730822171035,0.10121031600271607,0.2030467409367999,0.3310792626772468,0.43582919269887516,0.0060081882955478555,0.002102335904664988,0.00014599998171310416,0.0032585353567861964,0.0012018822110916928,0.018412053536627,0.008778864441526188,0.027193819592740663,0.38903114869757377,0.6067014229596638,0.05092624514344332,0.022921450495378963,0.008141507332238944,0.00017420482744366633,6.239349430943831e-05,0.3420530321552689,0.4370603941169243,0.4792004004863577,0.29498048532685633
L_M2_D,Motor,FGwei3,0.45647087623429683,0.17511835174311827,0.03195429334223049,0.3882629226202862,0.031954293342230496,0.2942579270226169,0.0960076997729155,0.0006996308292349227,0.0001923249652155058,0.27198905348999136,0.0,0.39209464582519477,0.009918431553678279,0.0348649380761453,0.07853821790517722,0.1798360307270098,0.3751388665313051,0.4251751897945876,0.004667574522844379,0.0022789495153439907,0.0003184102941879136,6.646312798875758e-05,0.00257648568825985,0.025152680113853527,0.007754509764059433,0.031954293342230496,0.36241178612445785,0.4552434932441527,0.06223128643108661,0.025968417672896645,0.008163203162318378,2.8490251355292933e-05,0.0003181892965162839,0.23827801305523635,0.34637328904762255,0.45647087623429683,0.3528344620600194
L_M2_E,Motor,FGwei3,0.40353958572531506,0.17383405050732767,0.04004187167742965,0.31726298451943036,0.04004187167742965,0.28547431888930613,0.08950242525718696,0.0,0.00019462109955289912,0.2350154429290026,0.0,0.3299349554556647,0.015296244390733293,0.04221183711732326,0.06775349158546846,0.1910806200232962,0.3367344230725076,0.37238912332298346,0.010203569625670204,0.001311154612046395,0.0033632955243940135,2.717564984967079e-06,0.0009797853332707994,0.013974574058992887,0.012463937320863384,0.04004187167742965,0.29636555735870296,0.3479387395108582,0.06667469311120472,0.035892039178741064,0.013732181828496373,0.00039655131204174816,3.9927298902293046e-05,0.2213593856923743,0.30796063603691726,0.40353958572531506,0.3191495010609311
