sc_diff1,sc_diff2
0.0010530296172791872,-6.881434983336484e-05
0.0009352628998840979,-0.00020781266047345849
0.0007954453973817585,-0.000328768105326719
0.0009339610234122888,-9.953861254229143e-05
0.0011467633931967957,0.00026677970239131755
0.0013391699499316386,0.0006485973585783038
0.0007332149414936012,-0.0002738434860426166
0.0008760029936245067,0.0001303502451391791
0.001365245976419712,0.0007273056811761941
0.0015081166061881141,0.0009780406623699225
0.0008647202524584426,0.0005578231123880228
0.0008464041596367758,0.00031913679250594127
0.0012657544972418048,0.0007890873135385248
0.0017526659585680492,0.0012766852273293282
0.001198399108246768,0.001122514233270455
0.0011515851214479978,0.0009598255339823089
0.0014346851955325166,0.0010531729789653415
0.0017007374672759047,0.001304580619361682
0.0014462939070397675,0.0008065364342254944
0.001496447737022758,0.0008350006073489403
0.0015652171292531475,0.0008960300142731063
0.00157938770438912,0.0008734242545525031
0.001701305908013661,0.0009588880099328827
0.0018846207435311722,0.0011103814477892286
0.0021436388283247263,0.0013803539588908788
0.00168181752096083,0.0011569862384361287
0.0018250236841925126,0.0012462491745867253
0.0019517228256744656,0.0013340910379271997
0.0020076727296056696,0.00132787047105195
0.0021139505350840893,0.001401716560584774
0.002170123397807299,0.0014528308311207237
0.002193276293858037,0.0015471489933834208
0.001963045325280714,0.0014360032782147576
0.002091442339959804,0.0015415296749328763
0.0021824688784321355,0.0016095978980497213
0.002192848963176365,0.0015680286355366942
0.00217418266687434,0.00153355972341049
0.002053850404421983,0.001433980463943475
0.0019791727952983345,0.0015097049639082288
0.002012343132255382,0.0014847835225741922
0.0021350874793532085,0.001591881805104294
0.0021444447576461,0.0016186886687649072
0.002169181555802483,0.0016032041433250452
0.002028947779000616,0.0014830143559863426
0.0018287235220933846,0.0014136108680636193
0.001740625171867239,0.0013442266074263458
0.001649940874869822,0.0014101744517649917
0.0017205359093985253,0.0014813674351761745
0.0017956585500008909,0.0014880039775055783
0.0017187534449700675,0.001484374787865819
0.00046211734442816986,0.0005649990772613605
0.00042189357706850193,0.0006174395970762917
0.0005879302659369622,0.0009486911338798485
0.0006560062009383294,0.0010025026903859925
0.0009307254108528944,0.0010350615513001072
0.0007680798948392657,0.0012636069226018096
0.0008968707285921218,0.0012992575069488673
0.00119431639545035,0.0014550157083297508
0.0013789756723516916,0.0015372223583895396
0.0015636213997709896,0.0015040861443697563
0.0006364727259345156,0.0011051773744820774
0.0008114217837905738,0.0013264406931005547
0.0008913619723617418,0.001270251127316953
0.0009977573723014522,0.0013214703250569461
0.0010793189182806676,0.0014111715992801077
0.0010621491388286455,0.0012626834918798777
0.0013573675279663613,0.001591662590107996
0.0014954726535963126,0.00170048161324064
0.0015798707976334891,0.001687272335819091
0.0016942021142864231,0.0016180534574627237
0.0018940416152965177,0.0015804878164523326
0.0006484449068093033,0.0009419078459667056
0.000636810256883527,0.0009302595230472203
0.0007540683959763109,0.0012919138720617206
0.0006314497658015822,0.001380425033990193
0.0009090872415611316,0.001314385079633563
0.0011108633819527397,0.0013956573013412376
0.0011039675800850776,0.001186504951163584
0.0013152783596135254,0.001390648981594018
0.0014867459282577858,0.0016733866497850042
0.0015729087208110441,0.0016339396795496057
0.0016652201735968548,0.0015335195366475516
0.001348362740180786,0.0014799124073102865
0.0014367219505268226,0.0015840799708200233
0.0011646912681038716,0.0008916714178019314
0.0018170043107358911,0.00126771879634764
0.0020701197023935826,0.001504812187751501
0.0012486542314897723,0.0012086551952560185
0.0017062829658039654,0.0013668461157456623
0.0019745195936634336,0.0015123947970570753
0.002108038499066682,0.0015708090382176695
0.001906536799287491,0.0007893270157837916
0.002012755623150808,0.0008951058477686246
0.002107853895743105,0.000992491495691436
0.0020932259350669143,0.0010316676105935048
0.0018184148814029085,0.0008533234951787258
0.002126401035744189,0.0011397635293016388
0.0020129568497225933,0.0011152464972326022
0.001999647069926168,0.0010207257542003314
0.0021816805892822034,0.0013899139399597713
0.002130391287233809,0.0013453113793492006
0.0017080920421345027,0.0007944658901490328
0.0018576067378104468,0.0009043794626734282
0.0021178848611594662,0.0013423743025335593
0.0012731024449896785,0.0007391587115767252
0.0017010086411911375,0.0009393822221724315
0.0020345880506909136,0.0013471401499542018
0.0022237978001754754,0.0015833462914523638
0.0022353145133218533,0.0015674813981145397
0.00016357660043323665,-0.0010428334176008941
0.00016337498491052915,-0.0011022177914767539
0.00021847002756979282,-0.0009077443738787514
0.00033359759240505615,-0.0005702751643572587
0.0005434564919655794,-0.00041739024328696123
0.0010761179578534887,3.6196199282756845e-05
0.00168755791549986,0.0006232494301276684
0.00018241929788492367,-0.0006342497028659344
0.0005015197765310145,-0.00014031372423604956
0.0008309119765077661,0.000155070924546182
0.0014390669917611623,0.0005759806511196624
0.00014708162487156679,-0.000833599528681471
0.00014210808550820607,-0.0006080293153345867
0.00029179829345294246,-0.00016936902528649596
0.0006200181239629422,0.00023486838128006847
0.0010338696832252882,0.000534670748071696
0.0013746622625840019,0.000688114284600843
0.0005360572244937419,0.0005451139506657438
0.00040677081807487643,0.00020571783951808055
0.00029548272594133896,-7.129671057006025e-05
0.0003022592583288204,-1.0564170978648751e-05
0.0002420764490356032,-0.0002593764345145701
0.00047365263692942085,0.0002601373677064227
0.000855618994600841,0.0007025513694945156
0.0002631763481697882,-0.001202859416365141
0.00036842129602998136,-0.0009961635549095818
0.0004326121633617123,-0.0008529421130158518
0.0005281747228742951,-0.0006688134284335645
0.0008323528497077662,-0.00032613973633039214
0.0010448223712611533,-0.00018087694584847377
0.0013839238546617789,0.0001562448862029382
0.0016105518717572063,0.00039695202009198564
0.0017799335690721369,0.00063665839307921
0.0018723603536343082,0.0007854532279266518
0.0019327227350649091,0.0008078579593791647
0.0019514008694328496,0.0008491357935489216
0.001722218930681227,0.0006958208010891003
0.0014448237566108036,7.80618824438131e-05
0.0014221077187950113,9.654155701123279e-05
0.0013924917347258575,0.00014047745823914237
0.0014264767002833002,0.0002512058375001189
0.0004145440602278317,-0.0010221488521319677
0.0003665998409868511,-0.0008808699445338275
0.0004642301654337761,-0.0007027771562552702
0.0006927274081957227,-0.0004888852247397179
0.000953909361975428,-0.0003165653813956114
0.0011946970025038565,-2.0871706916912144e-05
0.0015385781400480303,0.0004910575688214666
0.0016353860605238157,0.00043465971907670346
0.001726828264124562,0.0006315398851023882
0.0017326752520788213,0.0006384073055756643
0.0016669616859689286,0.000532097220780106
6.782523050756129e-05,-0.0016747870614712962
5.233860035975491e-05,-0.0016209897635583925
6.286639349537511e-05,-0.0014527786028854944
0.0001334078537926685,-0.001265995274231554
7.896683025031006e-05,-0.0016135846663183477
7.223639665989974e-05,-0.001592739946906082
0.00014470846746701907,-0.0012820980693664353
0.0003327141173256028,-0.001020673952665005
9.853940452411817e-05,-0.0014777967071229019
0.00010228951996235492,-0.0014348956742611888
0.0002039649047509434,-0.0011112959681212997
0.0005122167459492785,-0.000914409746398197
