fc_diff1,fc_diff2
-0.00047677775186623714,-0.0005015017526011885
-0.000834341152681878,-0.00043988258908202475
-0.0010288888500999019,-8.86459793560465e-05
-0.0010231139781616734,-0.00020389108819471302
-0.0008972439669957535,-0.00020741218584994952
-0.0005265896396206335,-8.109146929451792e-05
-0.0008553906027197778,-0.0003255136560827689
-0.000925320412436892,-1.7263484107506452e-06
-0.0009297514496590646,-0.00021472600456687318
-0.0008399118445935719,-0.0001466045606678649
-0.0004962200904694988,0.000592001439150754
0.00011221755962458892,4.9500149882782825e-05
-0.0008233471223976911,-4.3455809253280533e-05
-0.0009829351496124274,-0.00026377339048195636
-0.0006841094448414409,0.00039263710921480846
-0.0006315171873548155,0.00043453930869131877
-0.0009589226616863153,-0.00020205121589962727
-0.0009373375414049333,-1.2694077850791713e-05
0.00021840698741285817,-0.00017518300620455646
0.00024106814166507715,-5.706027847280502e-05
0.0005382130188125136,6.32574837250034e-05
0.0006199996371497471,2.6327539180864602e-05
0.0007099437978953114,4.996891697990184e-05
0.0006750947235570199,0.0004409808700852589
-0.0004938167125509825,1.9423809554590272e-05
-0.0008171943273480052,-0.000124027089891952
-0.0006260457796419917,-6.570853092559642e-05
0.00010345950381576256,0.00017849085927721284
0.0001234433425906113,0.0003644688465084872
-9.678938264151118e-06,0.0005821836840640948
-0.0001606933130827858,0.0007946177357447582
0.000278111105926697,0.001236082844629516
-0.000990387351618274,-0.00023189100020871528
-0.0011169538600960774,-0.0003112089260949298
-0.0009496160151334567,-0.0003109666827102635
-0.0008348729397708162,-0.0001522005140577383
-0.00044090340412978024,0.0003879922702996482
0.0007621237818319386,0.0015547704837950574
0.0008598411638917589,0.0016840713705237184
-0.0007027978467568718,-0.00017088929196113961
-0.0007748383664228166,-0.000147117223702253
-0.0008059477101832586,-0.00027931886244747766
-0.0006629422220316712,-6.128528190067337e-05
-0.00038944905124271617,0.0005117829308115156
0.0002703907609180276,0.0019273045336597025
-0.0008137486618160197,0.0003481734471359975
-0.0009183132975290626,2.349200530171549e-05
-0.0005815112473876009,0.0006904219657074688
-5.322877054008297e-05,0.0016977721059265212
-2.0581368219945164e-05,0.0018092464525138172
-0.0005275006859725756,0.00043095867059019167
-0.000599230138461873,0.0004949145889309575
-0.0009305088899948811,-3.379903274248522e-05
0.0002827925114190487,0.0016841070338398415
0.0007255159633764006,0.0019328208213150984
0.00031132936782423873,0.001809864112701389
0.00041356328368627736,0.001754744324146894
0.00048152149209570094,0.002016811201343683
0.00044256229897081763,0.002075332943948484
0.00017467722243490853,0.0017262984553960024
0.0005381882896978903,0.0021659790642889073
0.0007176897002644854,0.0019809937772512724
0.0005266616168932895,0.0021208802601071345
0.0005089160173453169,0.0017093230944282552
0.00014354962808470654,0.001427595042593549
0.0003265374914265126,0.002047453417030387
0.00028755884145175554,0.0016630303657008368
0.00025677353432300675,0.0016209831936137258
0.00026931169132871096,0.002016732372754235
0.000581046427385489,0.0021080236314068345
0.0005959306110446973,0.0017807067209150043
-0.0004498674268351286,0.0004932143559341441
-5.085653761268865e-05,0.0011209244773109012
0.0004966030670723441,0.0020209569350505773
0.0006208953686119695,0.001566327858126142
0.0006243207883645208,0.001840115756076197
0.0002201686611780224,0.0011115253534224427
0.000296181478876199,0.001750281586933938
7.615515749704042e-06,0.0010964895447967166
0.00014230331994120857,0.001551065151860118
0.0001416702988948533,0.0020367410099405947
0.0004505087085215522,0.002074592988055239
-7.197673562427289e-06,0.00128248065236207
7.582767790065621e-05,0.002112299137776315
0.0002447697835285435,0.001092609788833144
-0.0009700986893458571,-6.96793103559207e-05
-0.0011294162960034885,-0.00028730735679488074
0.00024086917512109043,0.0014038286948143508
-0.0004964516545159235,0.000607104587405179
-0.001040713373816838,-0.0001980349619800639
-0.0004629560924576233,0.0004262549998885779
0.0012226061314477442,-0.00046034394945952873
0.0014475582331299306,-0.00045223853988944493
0.001705417672394981,-0.0006109509336948777
0.0017560775380565897,-0.0006949235960329338
0.0015748608762250272,-0.0009909749390219886
0.0017488009653804661,-0.000516663591204007
0.0017800578369324496,-0.0001643268067957553
0.0004900973762985017,-1.0180471926439553e-05
0.00013908431787851793,-0.0002586814073574196
0.0004860170693682067,-0.0003751522816909692
0.00033561759028655945,0.00036892931625068313
-0.0002935148132361935,-0.00028866910261946135
-0.0007377655202835556,-0.0002990553714982008
0.00012538999835313676,0.0004936450266304612
-0.0007977481493364646,2.6735647629495005e-05
-0.00107705116181252,-0.00030615403258298963
-0.001109820386958909,-0.00036194631820525374
-0.0009744439335087223,-0.00030300137702129353
-0.0010925469841966216,-0.0003403510824025866
-0.0005182491576474589,-0.00013691854232803158
0.00041734167628648114,0.0002053757930280081
0.0010141797300721484,0.000435252859983053
0.0017430341070049302,-0.0004506684549680748
0.001863941776878646,-7.28473287323376e-05
0.001549122117622336,0.00014668807234121986
0.00019208078691173447,0.0008728378973745199
0.0008511159204143964,0.000667397195992833
0.0014236562772062555,0.0007438936738516121
0.0012878328208185668,0.000596261367907067
-0.0010532515631311672,-0.0002947494549790634
-0.00038586052248565524,0.00024366514967835392
0.0004107140933380662,0.00035504961629658996
0.0008731977927223633,0.0004556387392097956
0.0009749411264679109,0.000827219786636686
0.00046623529595912934,0.000620822216993593
-0.000869230303404344,0.0001444137371410833
-0.000935101334919898,4.692198024144691e-06
-0.001014452007086597,-0.00016590182017434067
-0.001011861834106582,-0.00013820638667465232
-0.000858222342823114,-6.961974273111684e-05
0.00013908200361856192,0.0004112496798221279
0.00039278337092008003,0.0010815894693493643
0.0018877371131188576,-0.000837104037766504
0.001964345578559272,-0.001058034879074696
0.002139088145201702,-0.0008932563212032213
0.0018194119159193598,-0.0010288097882612684
0.0017318710573350732,-0.0010216842528198162
0.0017321728355170225,-0.0008058246190944201
0.00214732159659581,-0.0001615721014861452
0.0020983991761032578,-0.0001412179477305057
0.0020110253915191284,-0.00029566347112741577
0.001911280453028577,-0.0002882334316721818
0.0017887943613515743,-0.0004806070316300245
0.001404583262118594,-0.00105298653897148
0.0011818494530657605,-0.0011556009798431724
0.001537791213000169,0.00013627470207018384
0.0015439229741502287,0.0001715359640818323
0.0018541614378986201,-0.00032937107182692306
0.001498760024084732,-0.0010816424843815905
0.002183678290490649,-0.0008010381873378727
0.002268564188610873,-0.0006422735376561966
0.00190694128352844,-0.0005422214753956188
0.002095977644972378,-0.0002764532466847033
0.002150443393752876,-0.00011150488209030336
0.0021548718959691245,-9.30274216401569e-05
0.0018791943802792708,-2.186758776609048e-05
0.0016947498718117393,2.9062147305206435e-05
0.0019165294261402675,-0.0001452473691493035
0.001469082113494382,-0.00024010824947422752
0.0012397775622000025,-0.0012663188125881784
-0.0009933742748793502,-0.0004786409098474342
-0.001013884657370898,-0.000381909007945537
-0.0009532169913301244,-0.00036449626978039297
-0.0009640655235624396,-0.0003251266167045705
-0.0002705440757892048,-0.0007576113164660853
-0.0009070001603010332,-0.0005103719997998064
-0.0008809807646861197,-0.0003242143126957525
-0.0009295026217231527,-0.00043656445896094424
0.00039972471287263544,-0.0008586616061649117
-0.000296521942063075,-0.000396165306380518
-0.0006677004150147864,-0.0004816329221326455
-0.0011106307032644617,-0.00032520237841028257
0.0004562962652106258,-0.00020376184285342142
