"affect","social","cogproc","percept","bio","drives","relativ"
19.3672086901915,0,0,31.2771401467071,24.3506406744786,2.57939954304343,0
40.8980344651412,0,0,29.937695404755,27.4776439287562,10.3906327820496,0
58.6855270740879,0,0,18.9459190972837,18.9459190972837,10.4461780989947,0
47.9175898825617,5.29770389038399,8.44454500618837,0,0,61.6598387791341,0
16.9990913456722,0,0,41.6965232743341,49.4183575813902,10.464381095844,0
0,0,0,8.09713100587626,8.09713100587626,5.88705496024888,12.9277566539924
55.5832477917115,0,0,0,8.07078354664875,0,0
6.99098259741123,19.482248028483,0,0,0,0,0
0,14.2651167789081,0,0,0,22.0384367387878,0
14.5769845743966,29.6719676922984,0,0,0,8.16359284752748,0
0,16.5841829159656,7.89678808274767,0,0,7.86732591804416,0
0,16.0878866891726,19.3658887552618,21.710896730708,0,0,0
0,0,6.73071574447121,4.83944024602474,15.2541699446126,0,0
0,0,15.4738031866409,0,36.4057315783716,3.15018047908994,0
0,16.253506178455,4.06640891516944,0,0,10.4829050109924,0
0,16.9508447392531,21.7133545897393,0,0,7.88871780305861,0
0,0,30.6332624875883,0,14.5099744791197,0,0
0,0,29.8281422214965,0,11.7565416173409,0,0
0,7.90348754375182,5.85329221969906,0,17.2960155950633,7.90348754375182,0
0,19.8628469454465,16.0300258660428,0,0,14.6185778249043,0
0,0,2.90554181355993,0,0,0,0
0,0,10.1408200785674,0,18.8946338530089,0,0
0,6.09715737003234,21.602636317961,0,7.58439120156854,6.09715737003234,0
0,0,8.33408809588503,0,0,5.95356700781934,0
0,29.6007675063037,16.888324823678,21.522922967042,0,0,0
0,31.7860239521887,12.5839072344148,41.8573550788592,0,0,0
0,22.2788699933652,6.37688183471282,51.5275329025926,0,0,0
0,23.1260024313293,0,58.437329759989,0,0,0
0,22.5927697445479,0,58.1151909745536,0,0,0
0,20.1755932687318,8.5601236213652,48.7222126835366,0,0,0
0,12.6600996364007,9.05492442448955,20.1319814750938,0,0,6.30276573005435
0,4.55419106810337,18.897557421581,0,0,0,0
6.3387617592182,12.7202697247106,19.1503004108386,6.38150796549238,0,0,0
0,21.9493860389559,16.1773559062893,28.6537450827374,0,0,0
0,26.2258247471406,15.7869363834011,17.3015407883543,0,0,0
0,7.8558268350231,15.2840827442986,0,0,8.36047177928483,0
0,21.6256107112222,14.9017267743259,14.5201021892366,0,9.32308954611568,0
0,0,7.24059831668044,0,0,0,47.1940633180307
0,0,25.7803700424797,0,0,0,0
0,0,19.7452679344825,0,0,0,0
4.69608001054312,4.69608001054312,15.5401150956934,0,0,0,0
0,0,27.5372064007836,0,0,0,0
0,0,16.6229320254517,0,0,6.33826426818346,0
0,7.06157093345529,0,12.8162685921596,0,5.90654742273081,11.0809487949477
0,0,0,21.0983836645991,0,0,52.7765976515039
0,0,6.41464884544576,0,0,12.6509754063849,0
0,0,32.9341622503057,0,0,0,0
16.7260091802153,0,14.3751876796363,0,0,6.22023937197032,0
4.31184891183463,0,8.99917354528665,0,0,4.31184891183463,0
0,0,13.0063828415465,0,0,11.4461326857364,0
0,8.54007229588886,0,0,0,0,0
0,0,0,0,0,0,0
0,0,11.5598399279128,0,0,0,6.93988667506909
8.61192299760346,0,4.94998897730747,0,0,0,0
0,14.7005422678416,0,9.74975926105247,0,0,0
0,10.1198328918624,0,4.93651908863397,0,0,0
0,0,7.45492825037306,0,0,0,5.46316040989482
0,0,19.0226384536845,11.1115023060944,0,0,0
0,5.83982202447163,12.2051321391585,6.67408231368186,0,0,0
0,0,4.61485619060181,41.9725192993087,0,0,8.51206933254624
0,0,0,38.287674308851,0,0,15.3751850535799
0,0,0,40.061472741007,0,0,4.22234377848975
3.76691327242743,0,0,52.9816351766918,3.98508033278885,8.50380671250493,10.4955621053009
0,0,0,19.4505890813181,0,0,28.3180139317894
0,0,0,6.68324010772738,0,0,30.0421241626959
0,0,0,12.766847670319,0,0,34.4806269860714
0,0,5.99252159430464,52.0402331695051,5.61043711118005,0,0
0,0,0,65.0458018798138,11.0829850333093,0,3.56662520139728
0,0,7.0376736795161,52.8911586716719,8.67535226615055,0,0
0,0,4.2042416126492,36.2172058031881,0,0,23.6885657974934
7.98875672532574,0,9.26452776130932,33.937028332206,12.1160279042369,7.98875672532574,25.2192595863182
4.20227554517042,5.331799131835,0,22.9758178082411,0,4.35782808918683,6.01941208208932
0,0,0,12.9146505199303,11.8219685688733,0,0
0,0,0,0,7.76094966272,0,0
0,0,0,27.0408821554668,7.28052221456224,0,12.7485412078305
0,0,0,32.508352030485,0,0,42.0934438738829
